YEAR,RECORD_TYPE, NUMBER_SCRIPTS ,NPROPNAME,THER_CLASS,PAYER, UNIQUE_MEMBERS ,TOTAL_COST,COST_PER_USER,COST_PER_SCRIPT,COST_PER_DAYS_SUPPLY,COST_PER_UNIT_DISPENSED, TOTAL_SCRIPTS_FILLED ,YEARLY_PCT_CHANGE_COST_PER_SCRIPT, TOTAL_COST_RANK , COST_PER_USER_RANK , COST_PER_SCRIPT_RANK , COST_PER_DAYS_SUPPLY_RANK , COST_PER_UNIT_DISPENSED_RANK , TOTAL_SCRIPTS_FILLED_RANK , YEARLY_PCT_CHANGE_COST_PER_SCRIPT_RANK , DAYS_SUPPLY_MEDIAN , DAYS_SUPPLY_MEAN , DAYS_SUPPLY_STDDEV , QUANTITY_MEDIAN , QUANTITY_MEAN , QUANTITY_STDDEV ,INSURER_PAID_MEDIAN,INSURER_PAID_MEAN,INSURER_PAID_STDDEV,INSURER_PAID_SUM,MEMBER_PAID_MEDIAN,MEMBER_PAID_MEAN,MEMBER_PAID_STDDEV,MEMBER_PAID_SUM,TOTAL_PAID_MEDIAN,TOTAL_PAID_MEAN,TOTAL_PAID_STDDEV,TOTAL_PAID_SUM,PCT_TOTAL_PHARM_SPENDING,PCT_SCRIPTS_0_18,PCT_SCRIPTS_19_44,PCT_SCRIPTS_45_64,PCT_SCRIPTS_65_PLUS,PCT_SCRIPTS_FEMALE,PCT_SCRIPTS_MALE,PCT_URBAN_CORE,PCT_SUBURBAN,PCT_MICROPOLITAN,PCT_RURAL_SMALLTOWN
2018,Drug, 211 ,BICALUTAMIDE,Antineoplastic Agents,Minnesota Health Care Programs, 52 ,"$6,246.36",$120.12,$29.60,$1.03,$0.81, 211 ,73.9%," 1,012 ", 657 , 730 , 813 , 693 , 888 , 20 , 30.0 , 28.8 , 4.3 , 30.0 , 36.4 , 19.4 ,$14.47,$26.69,$48.88,"$5,630.63",$1.00,$2.77,$2.82,$583.99,$18.76,$29.60,$48.65,"$6,246.36",0.0001%,0.0%,29.4%,41.2%,29.4%,,,,,,
2018,Drug, 569 ,"BICTEGRAVIR,EMTRICITABINE,TENOFOVIR ALAFENAMIDE FUMARATE",Anti-Infective Agents,Commercial, 168 ,"$2,124,535.54","$12,646.04","$3,733.81",$100.40,$98.86, 569 ,, 176 , 107 , 93 , 128 , 141 , 768 ,, 30.0 , 37.2 , 19.5 , 30.0 , 37.8 , 23.6 ,"$2,949.66","$3,535.50","$2,107.90","$2,011,698.92",$33.00,$176.08,$589.86,"$100,188.94","$3,003.94","$3,733.81","$2,173.57","$2,124,535.54",0.0384%,,,,,17.8%,82.2%,,,,
2018,Drug, 413 ,"BICTEGRAVIR,EMTRICITABINE,TENOFOVIR ALAFENAMIDE FUMARATE",Anti-Infective Agents,Medicare, 106 ,"$1,284,653.83","$12,119.38","$3,110.54",$100.76,$100.05, 413 ,, 289 , 112 , 90 , 106 , 118 , 828 ,, 30.0 , 30.9 , 7.2 , 30.0 , 31.1 , 7.6 ,"$2,978.45","$3,013.83",$752.35,"$1,244,713.21",$0.00,$69.61,$158.51,"$28,748.99","$3,038.01","$3,110.54",$780.69,"$1,284,653.83",0.0232%,0.0%,14.3%,52.3%,33.4%,18.2%,81.8%,86.4%,3.1%,2.9%,7.5%
2018,Drug, 719 ,"BICTEGRAVIR,EMTRICITABINE,TENOFOVIR ALAFENAMIDE FUMARATE",Anti-Infective Agents,Minnesota Health Care Programs, 221 ,"$2,039,380.24","$9,227.96","$2,836.41",$94.83,$94.83, 719 ,, 108 , 79 , 67 , 83 , 95 , 668 ,, 30.0 , 29.9 , 5.2 , 30.0 , 29.9 , 5.2 ,"$2,982.49","$2,488.69","$1,143.30","$1,789,369.40",$0.00,$7.91,$39.91,"$5,689.86","$3,008.21","$2,836.41",$775.20,"$2,039,380.24",0.0369%,2.5%,53.7%,41.2%,2.6%,29.6%,70.4%,91.1%,0.0%,6.1%,2.8%
2018,Drug," 5,836 ",BIMATOPROST,Topical Products,Commercial," 1,555 ","$1,808,945.34","$1,163.31",$309.96,$7.07,$65.14," 5,836 ",13.4%, 204 , 363 , 429 , 525 , 183 , 344 , 235 , 30.0 , 43.8 , 25.0 , 3.0 , 4.8 , 3.3 ,$166.72,$231.90,$176.47,"$1,353,368.26",$46.71,$69.01,$86.82,"$402,715.20",$188.55,$309.96,$186.90,"$1,808,945.34",0.0327%,0.0%,5.2%,46.8%,48.0%,59.8%,40.2%,68.3%,8.6%,9.0%,14.1%
2018,Drug," 18,939 ",BIMATOPROST,Topical Products,Medicare," 4,108 ","$5,549,528.25","$1,350.91",$293.02,$7.44,$70.05," 18,939 ",12.6%, 91 , 346 , 386 , 462 , 154 , 207 , 144 , 29.0 , 39.4 , 23.6 , 3.0 , 4.2 , 2.7 ,$160.26,$220.84,$151.06,"$4,182,580.06",$47.00,$69.32,$77.21,"$1,312,762.99",$194.21,$293.02,$167.67,"$5,549,528.25",0.1003%,0.0%,0.8%,4.5%,94.8%,66.1%,33.9%,55.1%,9.4%,12.0%,23.5%
2018,Drug, 787 ,BIMATOPROST,Topical Products,Minnesota Health Care Programs, 167 ,"$152,556.65",$913.51,$193.85,$7.28,$67.13, 787 ,8.4%, 504 , 288 , 355 , 409 , 120 , 653 , 306 , 28.0 , 26.6 , 6.8 , 2.5 , 2.9 , 1.3 ,$181.17,$189.43,$87.36,"$149,079.80",$3.00,$3.96,$6.24,"$3,112.98",$185.13,$193.85,$86.85,"$152,556.65",0.0028%,,,,,59.0%,41.0%,77.1%,4.8%,5.8%,12.2%
2018,Drug, 616 ,BIMATOPROST (TOPICAL),Topical Products,Commercial, 275 ,"$89,459.04",$325.31,$145.23,$3.86,$35.16, 616 ,-2.2%, 802 , 618 , 592 , 662 , 239 , 760 , 787 , 30.0 , 37.6 , 25.3 , 3.0 , 4.1 , 1.8 ,$109.07,$84.95,$81.59,"$52,329.76",$20.00,$60.27,$70.93,"$37,127.60",$122.30,$145.23,$56.77,"$89,459.04",0.0016%,,,,,,,75.6%,9.3%,7.3%,7.8%
2018,Drug, 33 ,BIMATOPROST (TOPICAL),Topical Products,Medicare, 23 ,"$4,176.17",$181.57,$126.55,$3.62,$30.93, 33 ,-4.2%," 1,130 ", 734 , 560 , 605 , 220 ," 1,224 ", 803 , 30.0 , 35.0 , 12.9 , 5.0 , 4.1 , 1.0 ,$0.00,$0.00,$0.00,$0.00,$137.55,$126.55,$15.33,"$4,176.17",$137.55,$126.55,$15.33,"$4,176.17",0.0001%,,,,,100.0%,0.0%,,,,
2018,Drug, 53 ,BIOTIN,Nutritional Products,Minnesota Health Care Programs, 18 ,$267.53,$14.86,$5.05,$0.17,$0.11, 53 ,," 1,200 "," 1,112 "," 1,159 "," 1,166 "," 1,101 "," 1,097 ",, 30.0 , 29.1 , 3.0 , 30.0 , 44.0 , 16.1 ,$4.16,$4.86,$1.82,$257.53,$0.00,$0.19,$0.39,$10.00,$4.16,$5.05,$1.76,$267.53,0.0000%,,,,,,,,,,
2018,Drug," 4,831 ",BISACODYL,Gastrointestinal Products,Commercial," 4,081 ","$7,682.40",$1.88,$1.59,$0.21,$0.13," 4,831 ",11.4%," 1,157 "," 1,381 "," 1,379 "," 1,293 "," 1,249 ", 375 , 283 , 1.0 , 7.5 , 12.6 , 4.0 , 12.4 , 42.2 ,$0.76,$1.38,$1.67,"$6,689.58",$0.00,$0.21,$0.85,$992.82,$1.07,$1.59,$1.73,"$7,682.40",0.0001%,0.5%,12.8%,69.4%,17.4%,52.6%,47.4%,75.1%,6.7%,8.8%,9.4%
2018,Drug," 3,827 ",BISACODYL,Gastrointestinal Products,Medicare," 1,958 ","$12,698.99",$6.49,$3.32,$0.18,$0.12," 3,827 ",-5.2%," 1,041 "," 1,264 "," 1,258 "," 1,209 "," 1,133 ", 416 , 844 , 14.0 , 18.8 , 17.1 , 12.0 , 26.8 , 38.1 ,$2.42,$3.10,$2.54,"$11,878.49",$0.00,$0.21,$0.99,$820.39,$2.74,$3.32,$2.48,"$12,698.99",0.0002%,0.0%,0.5%,1.4%,98.1%,66.4%,33.6%,58.8%,8.9%,12.6%,19.7%
2018,Drug," 17,832 ",BISACODYL,Gastrointestinal Products,Minnesota Health Care Programs," 10,148 ","$78,500.97",$7.74,$4.40,$0.25,$0.16," 17,832 ",3.2%, 636 ," 1,189 "," 1,175 "," 1,137 "," 1,049 ", 162 , 495 , 12.0 , 17.9 , 20.4 , 12.0 , 27.6 , 65.7 ,$2.01,$3.86,$21.70,"$68,852.60",$0.00,$0.54,$1.71,"$9,642.19",$2.30,$4.40,$21.72,"$78,500.97",0.0014%,5.2%,29.5%,55.7%,9.5%,52.1%,47.9%,67.9%,6.1%,11.5%,14.5%
2018,Drug, 57 ,"BISMUTH SUBCITRATE POTASSIUM,METRONIDAZOLE,TETRACYCLINE",Gastrointestinal Products,Commercial, 55 ,"$57,028.96","$1,036.89","$1,000.51",$83.50,$7.32, 57 ,9.9%, 884 , 381 , 204 , 138 , 467 ," 1,231 ", 306 , 10.0 , 12.0 , 4.4 , 120.0 , 136.6 , 35.6 ,$873.86,$915.13,$310.73,"$52,162.57",$35.00,$85.38,$167.18,"$4,866.39",$898.86,"$1,000.51",$245.81,"$57,028.96",0.0010%,,,,,57.9%,42.1%,,,,
2018,Drug, 29 ,"BISMUTH SUBCITRATE POTASSIUM,METRONIDAZOLE,TETRACYCLINE",Gastrointestinal Products,Medicare, 29 ,"$28,659.80",$988.27,$988.27,$73.87,$7.15, 29 ,14.2%, 942 , 385 , 173 , 125 , 431 ," 1,229 ", 120 , 10.0 , 13.4 , 6.2 , 120.0 , 138.3 , 34.4 ,$868.17,$793.21,$353.86,"$23,002.97",$48.39,$193.39,$224.47,"$5,608.17",$908.57,$988.27,$286.48,"$28,659.80",0.0005%,,,,,,,,,,
2018,Drug, 109 ,"BISMUTH SUBCITRATE POTASSIUM,METRONIDAZOLE,TETRACYCLINE",Gastrointestinal Products,Minnesota Health Care Programs, 105 ,"$113,864.67","$1,084.43","$1,044.63",$88.40,$7.48, 109 ,7.8%, 564 , 259 , 115 , 86 , 363 , 994 , 329 , 10.0 , 11.8 , 3.8 , 120.0 , 139.6 , 45.3 ,$892.68,"$1,028.11",$333.21,"$112,064.20",$3.00,$5.28,$7.96,$575.69,$912.75,"$1,044.63",$336.44,"$113,864.67",0.0021%,,,,,75.2%,24.8%,,,,
2018,Drug, 142 ,BISMUTH SUBSALICYLATE,Gastrointestinal Products,Commercial, 59 ,$682.48,$11.57,$4.81,$0.63,$0.01, 142 ,62.3%," 1,334 "," 1,291 "," 1,320 "," 1,104 "," 1,368 "," 1,066 ", 19 , 4.0 , 7.6 , 7.7 , 236.0 , 342.5 , 408.5 ,$2.67,$4.65,$3.89,$660.48,$0.00,$0.15,$1.31,$22.00,$2.67,$4.81,$4.39,$682.48,0.0000%,0.0%,30.3%,28.2%,41.5%,76.8%,23.2%,64.1%,9.9%,15.5%,10.6%
2018,Drug, 211 ,BISMUTH SUBSALICYLATE,Gastrointestinal Products,Medicare, 78 ,"$1,284.42",$16.47,$6.09,$0.63,$0.03, 211 ,23.7%," 1,201 "," 1,196 "," 1,197 ", 989 ," 1,245 ", 951 , 51 , 5.0 , 9.6 , 9.2 , 236.0 , 189.7 , 129.6 ,$4.69,$6.09,$3.55,"$1,284.42",$0.00,$0.00,$0.00,$0.00,$4.69,$6.09,$3.55,"$1,284.42",0.0000%,0.0%,0.0%,0.0%,100.0%,74.9%,25.1%,,,,
2018,Drug," 1,167 ",BISMUTH SUBSALICYLATE,Gastrointestinal Products,Minnesota Health Care Programs, 733 ,"$15,292.99",$20.86,$13.10,$1.46,$0.06," 1,167 ",29.5%, 919 ," 1,048 ", 941 , 718 ," 1,150 ", 582 , 68 , 7.0 , 9.0 , 10.1 , 236.0 , 202.7 , 244.5 ,$4.00,$12.42,$54.91,"$14,495.01",$0.00,$0.68,$1.71,$797.96,$4.62,$13.10,$54.82,"$15,292.99",0.0003%,8.7%,36.2%,44.1%,11.0%,61.9%,38.1%,79.6%,2.3%,10.2%,7.9%
2018,Drug," 1,362 ",BISOPROLOL FUMARATE,Cardiovascular Agents,Commercial, 336 ,"$43,848.79",$130.50,$32.19,$0.51,$0.48," 1,362 ",11.7%, 927 , 829 , 974 ," 1,147 "," 1,010 ", 599 , 270 , 90.0 , 63.0 , 30.1 , 60.0 , 67.8 , 49.9 ,$10.87,$18.40,$23.72,"$25,060.46",$10.00,$13.53,$13.80,"$18,424.90",$24.89,$32.19,$25.18,"$43,848.79",0.0008%,0.0%,11.8%,62.3%,25.9%,51.7%,48.3%,57.0%,11.2%,10.6%,21.2%
2018,Drug," 3,157 ",BISOPROLOL FUMARATE,Cardiovascular Agents,Medicare, 769 ,"$107,030.75",$139.18,$33.90,$0.54,$0.52," 3,157 ",11.1%, 729 , 786 , 871 ," 1,029 ", 904 , 450 , 168 , 90.0 , 63.1 , 30.9 , 56.0 , 65.7 , 46.0 ,$12.00,$19.16,$25.08,"$60,498.34",$8.00,$14.54,$18.59,"$45,889.14",$26.32,$33.90,$28.64,"$107,030.75",0.0019%,0.0%,1.2%,8.1%,90.8%,58.0%,42.0%,50.2%,11.1%,14.0%,24.7%
2018,Drug," 1,359 ",BISOPROLOL FUMARATE,Cardiovascular Agents,Minnesota Health Care Programs, 210 ,"$19,938.88",$94.95,$14.67,$0.49,$0.48," 1,359 ",-1.8%, 871 , 709 , 920 , 990 , 822 , 558 , 692 , 30.0 , 29.7 , 2.5 , 30.0 , 30.8 , 13.9 ,$10.67,$11.83,$7.50,"$16,081.24",$1.00,$2.77,$3.08,"$3,763.18",$13.26,$14.67,$7.01,"$19,938.88",0.0004%,0.0%,13.2%,58.1%,28.7%,51.3%,48.7%,66.9%,6.3%,8.5%,18.3%
2018,Drug," 1,692 ","BISOPROLOL, HYDROCHLOROTHIAZIDE",Cardiovascular Agents,Commercial, 415 ,"$27,068.49",$65.23,$16.00,$0.24,$0.20," 1,692 ",46.8%," 1,008 "," 1,012 "," 1,139 "," 1,284 "," 1,167 ", 562 , 31 , 90.0 , 68.0 , 28.9 , 90.0 , 80.0 , 47.0 ,$0.01,$6.48,$16.30,"$10,957.22",$6.18,$9.49,$11.03,"$16,049.00",$10.98,$16.00,$19.77,"$27,068.49",0.0005%,0.0%,5.8%,68.3%,25.9%,48.8%,51.2%,39.3%,11.6%,16.3%,32.9%
2018,Drug," 3,399 ","BISOPROLOL, HYDROCHLOROTHIAZIDE",Cardiovascular Agents,Medicare, 755 ,"$63,021.42",$83.47,$18.54,$0.25,$0.21," 3,399 ",54.4%, 818 , 912 ," 1,012 "," 1,168 "," 1,048 ", 440 , 13 , 90.0 , 73.7 , 28.0 , 90.0 , 87.5 , 47.5 ,$5.69,$10.87,$17.33,"$36,948.43",$3.35,$7.62,$11.62,"$25,914.79",$13.85,$18.54,$20.03,"$63,021.42",0.0011%,0.0%,0.4%,6.9%,92.7%,65.5%,34.5%,32.4%,11.3%,20.9%,35.4%
2018,Drug, 496 ,"BISOPROLOL, HYDROCHLOROTHIAZIDE",Cardiovascular Agents,Minnesota Health Care Programs, 74 ,"$4,318.34",$58.36,$8.71,$0.29,$0.25, 496 ,73.2%," 1,054 ", 825 ," 1,069 "," 1,105 ", 950 , 730 , 21 , 30.0 , 30.0 , 1.3 , 30.0 , 34.4 , 11.3 ,$4.62,$6.52,$6.46,"$3,235.69",$1.00,$2.13,$2.43,"$1,056.40",$6.32,$8.71,$6.34,"$4,318.34",0.0001%,0.0%,12.5%,79.4%,8.1%,54.0%,46.0%,39.3%,7.3%,15.7%,37.7%
2018,Drug," 1,447 ",BLOOD GLUCOSE CALIBRATION,Miscellaneous Products,Commercial," 1,145 ","$10,852.35",$9.48,$7.50,$0.24,$6.53," 1,447 ",-1.7%," 1,123 "," 1,328 "," 1,275 "," 1,280 ", 494 , 588 , 760 , 30.0 , 31.0 , 21.7 , 1.0 , 1.1 , 1.0 ,$4.79,$4.85,$3.78,"$7,023.23",$1.45,$2.44,$3.26,"$3,534.50",$7.43,$7.50,$3.31,"$10,852.35",0.0002%,1.2%,15.8%,65.4%,17.6%,50.0%,50.0%,70.7%,11.3%,5.8%,12.2%
2018,Drug," 2,703 ",BLOOD GLUCOSE CALIBRATION,Miscellaneous Products,Medicare," 1,935 ","$28,008.84",$14.47,$10.36,$0.18,$8.41," 2,703 ",-2.8%, 945 ," 1,215 "," 1,127 "," 1,206 ", 404 , 487 , 748 , 90.0 , 57.8 , 33.3 , 1.0 , 1.2 , 0.7 ,$8.78,$9.63,$4.11,"$26,027.42",$0.00,$0.51,$1.24,"$1,386.44",$9.84,$10.36,$4.28,"$28,008.84",0.0005%,,,,,57.4%,42.6%,56.5%,11.8%,11.4%,20.3%
2018,Drug," 1,330 ",BLOOD GLUCOSE CALIBRATION,Miscellaneous Products,Minnesota Health Care Programs," 1,005 ","$9,988.64",$9.94,$7.51,$0.27,$6.72," 1,330 ",-4.7%, 962 ," 1,171 "," 1,101 "," 1,119 ", 383 , 564 , 795 , 30.0 , 27.3 , 14.2 , 1.0 , 1.1 , 0.8 ,$7.42,$6.94,$3.18,"$9,226.09",$0.00,$0.03,$0.37,$38.74,$7.43,$7.51,$4.26,"$9,988.64",0.0002%,2.1%,27.1%,67.1%,3.7%,57.0%,43.0%,65.5%,7.6%,12.4%,14.5%
2018,Drug," 10,489 ",BLOOD GLUCOSE MONITORING SUPPLIES,Miscellaneous Products,Commercial," 9,806 ","$206,628.93",$21.07,$19.70,$0.79,$19.25," 10,489 ",0.0%, 619 ," 1,208 "," 1,096 "," 1,055 ", 310 , 257 , 676 , 30.0 , 25.0 , 20.3 , 1.0 , 1.0 , 0.2 ,$15.20,$13.10,$9.21,"$137,404.76",$3.10,$6.22,$8.10,"$65,218.62",$15.85,$19.70,$7.02,"$206,628.93",0.0037%,1.8%,22.4%,63.6%,12.3%,49.0%,51.0%,65.5%,12.1%,9.3%,13.1%
2018,Drug," 10,367 ",BLOOD GLUCOSE MONITORING SUPPLIES,Miscellaneous Products,Medicare," 9,603 ","$213,910.84",$22.28,$20.63,$0.59,$19.61," 10,367 ",-1.3%, 604 ," 1,156 ", 985 ," 1,002 ", 277 , 267 , 689 , 30.0 , 34.9 , 32.6 , 1.0 , 1.1 , 0.6 ,$16.23,$18.88,$8.88,"$195,762.69",$0.00,$1.20,$3.01,"$12,466.97",$16.72,$20.63,$10.67,"$213,910.84",0.0039%,0.0%,0.3%,6.7%,93.1%,55.9%,44.1%,62.1%,11.1%,10.9%,15.8%
2018,Drug," 14,599 ",BLOOD GLUCOSE MONITORING SUPPLIES,Miscellaneous Products,Minnesota Health Care Programs," 13,057 ","$268,472.52",$20.56,$18.39,$0.81,$18.10," 14,599 ",1.0%, 389 ," 1,055 ", 855 , 878 , 239 , 182 , 572 , 30.0 , 22.7 , 13.9 , 1.0 , 1.0 , 1.2 ,$15.99,$18.19,$17.78,"$265,507.27",$0.00,$0.04,$0.63,$554.16,$15.99,$18.39,$17.81,"$268,472.52",0.0049%,3.8%,35.6%,55.4%,5.2%,58.4%,41.6%,75.4%,5.4%,9.3%,9.9%
2018,Drug, 14 ,BLOOD PRESSURE MONITORING,Miscellaneous Products,Medicare, 14 ,$393.52,$28.11,$28.11,$0.57,$28.11, 14 ,," 1,254 "," 1,117 ", 915 ," 1,016 ", 231 ," 1,269 ",, 30.0 , 49.1 , 91.5 , 1.0 , 1.0 , -   ,$0.00,$1.31,$4.89,$18.28,$28.59,$26.80,$6.46,$375.24,$28.59,$28.11,$1.76,$393.52,0.0000%,0.0%,0.0%,0.0%,100.0%,,,,,,
2018,Drug, 580 ,BLOOD PRESSURE MONITORING,Miscellaneous Products,Minnesota Health Care Programs, 559 ,"$26,984.01",$48.27,$46.52,$2.04,$16.99, 580 ,-8.7%, 820 , 868 , 625 , 649 , 244 , 707 , 899 , 30.0 , 22.8 , 12.2 , 1.0 , 2.7 , 9.8 ,$43.25,$46.41,$28.89,"$26,915.01",$0.00,$0.12,$0.58,$69.00,$43.25,$46.52,$28.95,"$26,984.01",0.0005%,3.3%,22.4%,55.9%,18.4%,56.0%,44.0%,,,,
2018,Drug, 22 ,BORIC ACID (BULK),Miscellaneous Products,Commercial, 12 ,$618.15,$51.51,$28.10,$0.90,$1.00, 22 ,26.0%," 1,338 "," 1,068 "," 1,010 "," 1,024 ", 837 ," 1,353 ", 89 , 17.5 , 31.1 , 28.7 , 16.0 , 28.0 , 25.8 ,$9.95,$10.80,$11.29,$237.60,$11.00,$17.30,$11.95,$380.55,$29.17,$28.10,$8.37,$618.15,0.0000%,0.0%,50.0%,50.0%,0.0%,100.0%,0.0%,,,,
2018,Drug, 283 ,BOSENTAN,Cardiovascular Agents,Medicare, 31 ,"$3,209,990.86","$103,548.09","$11,342.72",$378.09,$178.93, 283 ,8.3%, 147 , 8 , 26 , 32 , 86 , 902 , 243 , 30.0 , 30.0 , -   , 60.0 , 63.4 , 13.9 ,"$10,652.36","$10,606.70",$825.10,"$3,001,697.08",$558.30,$683.13,$743.09,"$193,327.01","$11,263.41","$11,342.72",$797.77,"$3,209,990.86",0.0580%,,,,,50.9%,49.1%,,,,
2018,Drug," 2,090 ",BREXPIPRAZOLE,Central Nervous System Drugs,Commercial, 438 ,"$2,722,907.03","$6,216.68","$1,302.83",$37.35,$36.05," 2,090 ",14.1%, 146 , 148 , 169 , 203 , 237 , 513 , 211 , 30.0 , 34.9 , 17.6 , 30.0 , 36.1 , 19.0 ,"$1,086.94","$1,200.50",$629.02,"$2,509,040.40",$40.00,$93.59,$214.99,"$195,595.98","$1,124.07","$1,302.83",$622.78,"$2,722,907.03",0.0492%,2.0%,40.7%,51.9%,5.5%,70.5%,29.5%,73.4%,7.8%,11.8%,7.0%
2018,Drug," 3,583 ",BREXPIPRAZOLE,Central Nervous System Drugs,Medicare, 530 ,"$4,055,912.32","$7,652.66","$1,131.99",$38.83,$37.13," 3,583 ",0.1%, 127 , 133 , 154 , 182 , 200 , 427 , 622 , 30.0 , 29.1 , 9.6 , 30.0 , 30.5 , 12.4 ,"$1,121.08","$1,105.20",$460.37,"$3,959,943.96",$0.00,$18.57,$91.12,"$66,550.69","$1,124.78","$1,131.99",$469.01,"$4,055,912.32",0.0733%,0.0%,31.7%,49.9%,18.3%,73.1%,26.9%,55.3%,7.0%,19.5%,18.2%
2018,Drug," 2,564 ",BREXPIPRAZOLE,Central Nervous System Drugs,Minnesota Health Care Programs, 463 ,"$2,769,808.49","$5,982.31","$1,080.27",$36.88,$36.49," 2,564 ",8.9%, 81 , 108 , 113 , 151 , 165 , 442 , 283 , 30.0 , 29.3 , 4.2 , 30.0 , 29.6 , 5.4 ,"$1,108.65","$1,066.68",$221.21,"$2,734,957.09",$0.00,$0.20,$1.64,$505.77,"$1,108.65","$1,080.27",$202.34,"$2,769,808.49",0.0501%,1.0%,57.4%,41.7%,0.0%,72.9%,27.1%,66.3%,6.2%,12.1%,15.4%
2018,Drug," 9,443 ",BRIMONIDINE TARTRATE,Topical Products,Commercial," 2,676 ","$1,188,192.73",$444.02,$125.83,$2.91,$12.79," 9,443 ",-3.2%, 278 , 562 , 619 , 724 , 356 , 281 , 837 , 33.0 , 43.3 , 23.9 , 10.0 , 9.8 , 6.6 ,$13.04,$94.98,$140.09,"$896,937.25",$10.00,$25.51,$46.58,"$240,878.27",$48.90,$125.83,$161.85,"$1,188,192.73",0.0215%,1.4%,7.3%,45.6%,45.7%,47.7%,52.3%,66.5%,11.2%,9.9%,12.3%
2018,Drug," 40,244 ",BRIMONIDINE TARTRATE,Topical Products,Medicare," 9,430 ","$4,448,928.67",$471.78,$110.55,$2.61,$12.31," 40,244 ",-6.4%, 113 , 531 , 587 , 679 , 342 , 123 , 888 , 30.0 , 42.3 , 24.4 , 5.0 , 9.0 , 6.1 ,$10.98,$77.70,$122.41,"$3,126,923.32",$10.02,$31.29,$56.21,"$1,259,062.39",$28.08,$110.55,$146.65,"$4,448,928.67",0.0804%,0.0%,0.7%,5.3%,94.0%,59.5%,40.5%,58.3%,9.5%,13.3%,18.9%
2018,Drug," 4,927 ",BRIMONIDINE TARTRATE,Topical Products,Minnesota Health Care Programs," 1,051 ","$389,341.65",$370.45,$79.02,$2.99,$12.68," 4,927 ",-9.7%, 338 , 426 , 522 , 575 , 284 , 338 , 919 , 29.0 , 26.4 , 6.9 , 5.0 , 6.2 , 2.4 ,$12.83,$76.41,$86.73,"$376,464.48",$1.00,$1.61,$2.89,"$7,950.74",$13.09,$79.02,$87.31,"$389,341.65",0.0070%,3.5%,16.5%,65.0%,15.1%,46.4%,53.6%,76.9%,5.1%,7.2%,10.8%
2018,Drug, 349 ,BRIMONIDINE TARTRATE (TOPICAL),Topical Products,Commercial, 194 ,"$185,284.05",$955.07,$530.90,$17.56,$15.33, 349 ,12.5%, 646 , 396 , 314 , 323 , 336 , 887 , 254 , 30.0 , 30.2 , 16.0 , 30.0 , 34.6 , 18.7 ,$414.22,$425.75,$309.08,"$148,588.49",$50.00,$105.14,$136.65,"$36,695.56",$482.73,$530.90,$266.87,"$185,284.05",0.0033%,,,,,86.2%,13.8%,72.5%,11.7%,7.4%,8.3%
2018,Drug, 71 ,BRIMONIDINE TARTRATE (TOPICAL),Topical Products,Medicare, 31 ,"$36,386.05","$1,173.74",$512.48,$18.77,$15.96, 71 ,9.5%, 906 , 362 , 272 , 266 , 301 ," 1,131 ", 200 , 30.0 , 27.3 , 11.6 , 30.0 , 32.1 , 9.2 ,$449.95,$443.52,$108.11,"$31,489.89",$23.68,$68.84,$120.70,"$4,887.68",$486.00,$512.48,$140.16,"$36,386.05",0.0007%,,,,,,,,,,
2018,Drug, 34 ,BRIMONIDINE TARTRATE (TOPICAL),Topical Products,Minnesota Health Care Programs, 14 ,"$16,193.12","$1,156.65",$476.27,$17.70,$15.88, 34 ,10.6%, 907 , 251 , 192 , 244 , 250 ," 1,159 ", 227 , 30.0 , 26.9 , 6.9 , 30.0 , 30.0 , -   ,$477.70,$458.97,$52.86,"$15,605.08",$3.00,$3.76,$6.18,$128.00,$481.90,$476.27,$23.81,"$16,193.12",0.0003%,0.0%,38.2%,61.8%,0.0%,,,,,,
2018,Drug," 4,012 ","BRIMONIDINE TARTRATE,TIMOLOL MALEATE",Topical Products,Commercial," 1,088 ","$1,038,858.96",$954.83,$258.94,$6.31,$29.09," 4,012 ",16.6%, 292 , 397 , 468 , 550 , 262 , 404 , 160 , 30.0 , 41.0 , 24.2 , 5.0 , 8.9 , 6.2 ,$138.45,$185.34,$146.95,"$743,601.17",$46.63,$64.26,$85.67,"$257,830.05",$167.29,$258.94,$165.01,"$1,038,858.96",0.0188%,0.5%,5.8%,41.9%,51.8%,51.4%,48.6%,66.7%,8.4%,11.6%,13.2%
2018,Drug," 14,773 ","BRIMONIDINE TARTRATE,TIMOLOL MALEATE",Topical Products,Medicare," 3,174 ","$3,560,987.30","$1,121.92",$241.05,$6.47,$31.96," 14,773 ",6.3%, 138 , 367 , 429 , 487 , 217 , 230 , 323 , 30.0 , 37.3 , 21.5 , 5.0 , 7.5 , 4.8 ,$138.39,$176.75,$120.05,"$2,611,139.51",$45.00,$62.22,$65.88,"$919,199.74",$170.42,$241.05,$135.24,"$3,560,987.30",0.0644%,0.0%,0.7%,5.7%,93.6%,63.9%,36.1%,53.0%,8.6%,14.5%,23.9%
